Algorithm: Kruskal's MST
75889 21575 206383
93388 52262 206388
29905 35007 206388
67246 7236 206392
58602 22959 206393
67877 55233 206396
42433 33950 206397
66876 44496 206398
23511 51534 206402
53174 93867 206408
69125 33792 206410
48586 79126 206410
42804 64691 206410
27634 22388 206412
17556 94166 206413
51151 53975 206415
47685 49121 206421
9499 15352 206425
29321 57383 206427
30445 33021 206440
13148 68981 206440
26424 17282 206443
24926 30878 206448
75665 19984 206448
80725 67244 206451
40263 40455 206452
87245 15336 206455
43329 62121 206456
2749 21331 206459
96144 10562 206462
164 65093 206466
20126 61155 206470
67665 32016 206470
1644 9305 206488
26635 9382 206490
12731 92489 206491
70333 65765 206494
6811 44322 206496
41718 11380 206511
69233 30529 206514
9782 56638 206521
101 35341 206522
25802 58860 206527
4006 8481 206528
4569 18013 206528
5177 7362 206538
61101 61870 206540
53025 5834 206549
53677 14466 206552
15217 21814 206552
16397 48881 206553
20004 70780 206557
98799 77215 206557
18679 12169 206558
10496 41772 206566
53074 82096 206567
30726 76622 206572
13682 27646 206580
77398 13621 206582
3556 529 206586
22088 29202 206601
71412 87719 206603
30669 13053 206608
36298 84847 206616
91669 95686 206617
66043 49382 206626
54835 59810 206628
60459 27939 206633
8615 78676 206634
55072 83831 206635
76811 69886 206643
72664 21250 206652
10352 48283 206658
5187 36010 206664
96075 32046 206664
55322 21133 206666
49508 52577 206667
49809 70479 206669
72968 31724 206670
8993 5297 206683
77532 5955 206683
86290 57837 206684
48892 39289 206688
76804 10384 206690
5351 17651 206696
41636 81659 206698
56009 40849 206698
13651 15180 206706
50278 66750 206714
72493 29214 206715
90425 94186 206722
4420 2929 206728
36445 37553 206730
4358 13654 206735
2385 5526 206762
8690 27483 206782
27793 6736 206786
29292 77488 206789
47555 65079 206793
91562 13450 206805
34375 97326 206821
90288 78870 206835
30173 43286 206837
47632 13488 206845
92637 29008 206853
55165 27610 206865
33722 95283 206869
88070 2946 206871
23216 22168 206882
94954 68251 206884
35880 44217 206885
83754 23894 206886
78928 97402 206886
45239 20140 206889
11083 30455 206900
24759 17411 206901
91041 25825 206913
82779 61881 206918
95247 68812 206921
84595 81195 206922
14008 53092 206929
81381 29783 206931
41899 21335 206934
19188 45456 206943
1817 10701 206944
3712 9326 206945
17067 95020 206950
12381 23887 206952
17873 59303 206955
37224 10682 206957
39367 96969 206961
51225 45940 206962
76379 75115 206968
2150 34996 206971
26509 88914 206972
81214 44320 206973
14949 58569 206978
88199 60504 206985
3651 26507 206985
61078 60867 206987
84042 77159 206990
27443 82591 206999
40387 40332 207008
37464 44166 207009
80238 20511 207011
66289 88803 207012
13225 42732 207026
73293 81362 207027
38576 72176 207027
45283 54996 207029
21859 33362 207040
51029 56489 207041
47311 4294 207041
2268 32129 207046
14747 75079 207048
4301 21539 207055
11580 93621 207060
24442 41909 207061
92840 68130 207061
54809 8687 207072
99287 7918 207074
73936 47640 207077
7014 7860 207081
64621 95190 207082
9721 315 207085
25168 98092 207094
8885 49562 207095
46905 31100 207104
9440 8557 207107
59125 86392 207111
42441 16610 207120
24955 50788 207127
11077 88229 207132
15177 52106 207139
91845 4457 207139
28191 35546 207139
71052 13535 207142
20414 63527 207143
59831 8589 207146
47367 29076 207148
76251 18832 207149
72475 11776 207150
77212 51138 207151
15754 51435 207157
15532 41696 207158
58636 37220 207160
91313 41268 207161
58642 7148 207164
13098 27331 207166
57188 1267 207167
18131 19448 207167
44069 20126 207179
80294 55215 207189
45626 10922 207195
5258 2389 207197
65433 57154 207205
72577 80353 207206
78752 65105 207207
32366 56369 207211
51729 84886 207213
27222 59478 207214
45499 84104 207226
47159 82859 207230
76124 98999 207238
97149 26545 207240
15318 69107 207241
53664 23391 207245
95675 94573 207249
78212 72609 207254
19102 65569 207255
34674 47250 207255
64379 78558 207266
52625 40054 207272
21580 54737 207278
20384 20078 207281
5510 57869 207285
28955 36483 207289
82476 80186 207295
2586 5665 207296
19058 72260 207297
37899 16588 207300
8495 59148 207301
97502 1888 207309
20794 87670 207309
3045 3317 207316
6652 15539 207320
12217 47916 207322
297 3623 207322
23630 72698 207331
59473 86926 207332
84159 34805 207338
98013 99302 207354
53141 87952 207356
23865 52364 207367
51624 79929 207368
27686 46287 207394
75052 74573 207396
15342 16359 207397
69913 71522 207402
62025 67315 207402
17916 16239 207402
50574 20913 207405
74076 83921 207406
49236 8643 207412
13278 55854 207415
19336 82716 207420
52812 83988 207422
33624 79757 207424
88193 32761 207431
36177 58073 207431
44174 52446 207435
2848 15754 207436
55505 42035 207437
43845 40685 207447
99156 84981 207447
71397 35828 207447
89901 96791 207451
8159 9292 207454
46933 13236 207460
10650 67877 207461
84961 43563 207466
7035 15417 207468
29367 90972 207468
72102 38218 207469
95188 90375 207470
4813 42405 207487
43245 12934 207488
16050 24372 207491
11760 27790 207499
10554 26611 207503
80460 70751 207506
89245 3282 207510
44540 72957 207512
82728 42503 207519
37135 47950 207519
75455 881 207521
36009 83791 207525
32620 28429 207528
10513 10637 207530
2884 45817 207534
10241 85796 207534
20970 29565 207535
14295 94428 207537
44997 37019 207540
13063 8632 207551
23680 75416 207552
31486 32742 207556
32348 84165 207557
90197 55470 207559
50146 26997 207570
3509 518 207580
93720 10374 207587
65595 65471 207592
8475 3946 207593
11531 61399 207594
13505 84149 207594
14282 13693 207604
87774 17449 207606
58210 72552 207607
35368 31397 207609
9171 7642 207611
29658 28541 207612
15990 33467 207612
59561 64208 207617
78194 85583 207618
61457 19133 207620
97371 81783 207623
87269 19381 207624
95208 54053 207624
86707 62647 207628
8787 55727 207637
45849 24647 207639
20455 8007 207641
97592 6948 207645
56544 57377 207655
65989 23854 207659
42245 9553 207660
89274 5303 207667
56517 68014 207667
5289 5279 207669
80954 69105 207669
14606 9486 207669
30872 45174 207669
68592 3641 207676
14111 17882 207696
83253 46839 207700
89003 59954 207702
84281 6394 207702
61214 39274 207712
59841 37224 207713
45148 37062 207720
22127 85093 207720
1730 17664 207722
4596 12544 207723
82011 89896 207726
69684 79814 207726
55792 63915 207727
29884 82129 207733
11660 25071 207735
26065 650 207737
90577 56163 207738
794 596 207744
27806 94801 207745
98940 40662 207746
19035 17478 207749
39094 64721 207752
69190 49248 207758
75379 9835 207758
18373 43485 207760
34142 12110 207760
98797 38075 207761
75455 23551 207764
20913 11504 207779
55334 30733 207779
25093 67660 207781
45926 43598 207784
81155 94739 207785
79628 66305 207786
251 41993 207787
15799 53174 207787
25938 12868 207789
54467 47477 207792
92046 28363 207796
83907 56786 207803
42543 86761 207803
17387 83213 207807
12850 27534 207822
39048 49239 207829
71984 18442 207829
12086 40062 207830
73008 37223 207850
26459 3233 207854
20756 8945 207857
15604 1197 207864
20191 5624 207880
38447 6919 207888
53097 98940 207889
76590 89704 207901
62072 64606 207901
58772 81898 207902
79310 20157 207906
6325 8997 207918
75028 12836 207919
63036 86868 207920
41376 53224 207922
16532 38161 207924
45885 57572 207927
2988 42031 207927
26507 25442 207929
25112 66790 207934
26988 47368 207936
29953 31634 207938
2935 1913 207938
28297 17578 207938
33367 74612 207941
14279 36398 207948
66643 53603 207950
9642 15552 207952
95699 41995 207952
29488 1533 207957
5822 17157 207962
27139 8039 207966
62573 65809 207970
420 385 207972
16155 4008 207973
79836 74133 207974
60487 55606 207983
13145 19809 207995
57446 31900 207996
17737 84975 208002
15539 8373 208003
5527 80841 208008
40099 26686 208008
15268 59882 208009
76526 6752 208009
49722 96739 208010
34496 63390 208012
62969 18166 208021
46527 14072 208025
21347 19379 208026
29259 22117 208031
33571 12970 208045
25248 28114 208050
9910 88935 208052
33509 18821 208052
53525 900 208055
43275 13952 208056
95850 69236 208056
34127 18907 208065
16734 6105 208068
21984 81820 208070
80149 73928 208071
38394 85185 208072
59156 50569 208074
88878 11377 208077
19550 54562 208081
87111 4904 208081
64233 91146 208083
18471 51727 208083
88356 84268 208086
20200 12145 208091
75491 81788 208092
69161 65384 208094
79383 30828 208098
7469 75089 208099
49020 48253 208102
84806 37738 208106
64841 71043 208106
44949 94425 208107
28939 57120 208109
67973 83500 208110
16655 24714 208124
14019 12056 208126
62230 29884 208127
51507 51355 208129
2856 52566 208130
33076 80643 208147
88639 19280 208154
41357 27852 208157
24645 18917 208157
72492 32962 208158
9266 8247 208159
57658 23398 208161
11047 92641 208161
18981 26666 208166
71056 83807 208169
91248 96515 208176
20147 7660 208176
52149 95828 208187
98290 74681 208187
45681 16323 208188
84779 3683 208191
5972 73871 208199
90021 28401 208199
89108 20531 208202
30576 12302 208207
76800 5189 208215
49053 87861 208215
13038 4302 208216
50174 68199 208238
69522 12546 208242
35035 56570 208251
31462 30015 208254
43074 43956 208261
233 64076 208268
7300 31602 208271
45207 12504 208273
54002 54858 208280
8629 64556 208286
1232 24035 208287
7884 4589 208290
98763 28183 208294
98786 54922 208304
99579 37631 208309
16419 79520 208311
64066 74 208314
26330 6463 208317
73694 41655 208327
79079 52810 208328
64444 9854 208333
22023 47864 208334
66536 3245 208342
45806 7232 208342
57508 77559 208346
39043 58664 208350
29535 13110 208366
51314 42661 208366
36937 31384 208367
42499 78731 208371
8795 66432 208375
17966 2525 208377
82133 81829 208381
58522 6345 208386
55009 1047 208387
23432 64468 208389
26479 47109 208394
71701 70176 208412
22452 48665 208412
71036 30487 208415
31187 42491 208416
40542 32672 208419
90587 48356 208425
79178 65983 208427
56468 3461 208428
11209 73248 208436
56053 39737 208437
32955 93686 208444
17265 38647 208445
272 7772 208445
33207 68842 208446
28423 80966 208451
36317 7693 208457
85821 99606 208460
47647 49965 208466
4743 80843 208468
60573 99958 208468
47259 52762 208474
53475 78980 208475
23094 93718 208479
83330 99465 208482
40221 72408 208487
38153 97273 208490
37604 81435 208496
70249 31575 208501
933 8583 208504
67603 65284 208511
37304 75797 208521
7605 1020 208522
80940 35890 208523
57471 5794 208530
21936 87220 208534
30598 34090 208535
98345 18131 208536
31724 60574 208536
88675 21440 208545
12364 37167 208552
39731 93111 208566
6533 5827 208576
30717 79747 208581
88357 28531 208588
5061 19718 208600
78049 37493 208600
67591 1153 208602
12600 42816 208604
92688 72214 208606
72079 23645 208613
65824 67564 208613
13198 45510 208614
39613 10789 208615
35892 15811 208615
39058 29647 208616
92999 82852 208622
8848 26876 208627
74344 13161 208646
50641 6336 208648
24104 16302 208653
74376 49239 208662
12248 10221 208669
50860 11224 208672
45267 62834 208676
73493 12140 208685
51842 88932 208686
55073 44940 208691
35652 1763 208699
50777 98386 208702
52571 56179 208715
52460 82318 208720
51330 26977 208723
99469 28039 208723
91656 93686 208724
67325 84594 208728
13756 43789 208729
74939 83537 208732
79787 94663 208732
54374 70485 208735
57186 40089 208739
62028 49036 208741
23616 84296 208742
71997 25727 208746
84630 80712 208749
5628 7294 208751
54715 76279 208752
32656 36817 208757
67289 18215 208762
45099 82495 208766
95888 69596 208769
76829 61305 208770
59954 75113 208774
20136 9844 208779
5996 29463 208779
13340 56807 208779
16455 8035 208780
86503 82613 208782
26618 11660 208789
11553 42240 208792
57487 88686 208795
9009 47009 208804
72803 67945 208810
48191 37298 208812
31636 84704 208814
14771 65029 208814
16133 27707 208815
29687 27933 208821
19264 58499 208822
88204 8828 208822
18760 46746 208824
3818 1884 208825
63081 77067 208827
55378 81257 208833
49274 83059 208839
81002 87864 208841
13728 31589 208842
49922 45353 208842
78870 65615 208843
36208 36174 208845
84066 28717 208849
84701 4247 208855
14748 93905 208858
78603 21103 208858
37663 87157 208860
55252 72770 208869
40673 58354 208871
56179 11742 208879
7952 47604 208882
81853 95400 208882
65718 49154 208883
6551 98250 208885
78584 44332 208888
88450 85754 208888
98649 61022 208890
15012 91747 208893
13393 41847 208911
5984 8335 208914
3412 20123 208921
19246 40174 208923
17688 71189 208923
77723 3191 208928
82719 18749 208935
21917 55087 208936
71910 93071 208942
11616 94212 208943
41331 88339 208947
18004 8306 208947
47969 35310 208949
5461 6494 208955
85854 93486 208958
51342 56363 208960
9191 31610 208966
46973 79678 208966
94488 586 208967
6143 61987 208967
27254 55367 208968
20954 1923 208979
98563 26299 208992
36409 956 208992
33733 21626 208993
36796 40734 208994
56324 39012 208999
53315 99475 208999
24511 29058 209004
18764 33929 209011
17088 42136 209014
19475 73617 209015
83402 77853 209017
9367 77043 209019
34246 42008 209033
19465 23190 209037
26285 775 209038
29593 14324 209041
76139 85038 209043
34317 70342 209049
29445 15484 209052
8585 80078 209052
12750 5613 209053
82727 44629 209054
43656 53047 209056
65458 8351 209059
6846 98100 209071
55042 12678 209078
59364 50692 209079
58296 2502 209085
91798 36662 209086
35378 7405 209088
29177 88273 209090
17407 21469 209093
56298 32103 209094
15405 95081 209094
76202 83372 209099
83381 60477 209101
47263 42879 209102
86923 74569 209104
68647 37916 209105
70011 58199 209109
28280 54790 209113
74309 55691 209120
32291 56833 209122
32393 30982 209124
26495 22845 209125
77706 27918 209125
45742 94605 209125
71094 55794 209127
61940 7798 209127
81801 23267 209131
43094 4493 209133
96782 82732 209136
38939 62556 209137
20435 46790 209139
30830 99996 209145
11889 11454 209147
46536 58516 209149
51218 71920 209150
5738 5536 209156
37070 32959 209158
35872 38334 209158
39392 52544 209164
82523 82966 209166
66332 73266 209168
80684 28034 209175
14031 31885 209176
45182 48120 209178
76355 72805 209181
5911 93478 209195
22357 14760 209199
87151 46720 209200
1107 53973 209201
67648 72795 209204
1075 17088 209205
16749 69967 209205
40506 97002 209206
73069 20769 209210
15555 27232 209211
89762 25024 209222
22767 3459 209224
14749 7979 209238
61974 56767 209241
92919 29382 209244
1999 1231 209249
2474 92717 209254
32230 28836 209261
77046 21081 209268
56772 36465 209269
54889 78266 209276
68594 63361 209277
63537 55792 209278
13578 3001 209281
74763 55182 209283
58768 36621 209292
67776 14078 209292
84240 14260 209294
94480 41932 209294
77333 77176 209306
43798 45410 209307
67378 93717 209308
99145 42000 209314
97970 15019 209314
23377 77583 209322
16840 14213 209324
37370 62425 209328
64437 49100 209330
73834 93569 209331
95213 53191 209335
70429 74027 209337
5401 128 209340
30296 13743 209341
1428 1520 209341
3585 58207 209341
20155 44819 209347
54715 82270 209353
38978 79428 209354
39966 85399 209359
55916 714 209360
89897 36104 209361
87075 9396 209363
54835 2034 209365
66596 77740 209375
7922 22056 209381
27810 62313 209383
75711 48151 209386
75689 70881 209387
38884 19475 209387
27766 93940 209387
48320 58082 209388
22178 24941 209390
45719 45497 209390
97076 29120 209406
95733 53264 209414
10063 36161 209414
6131 8130 209415
46108 26551 209416
14325 26300 209417
5113 3279 209420
95697 35924 209426
68425 22238 209428
9567 68880 209446
20519 76053 209449
6370 11404 209453
80574 3285 209454
6153 6515 209462
21784 58073 209466
3673 63850 209472
23216 29038 209473
89251 35881 209474
36973 60096 209475
53137 63910 209478
63498 7866 209499
70218 8515 209501
25028 25124 209504
84930 37107 209506
41999 9540 209507
53181 43328 209509
13788 84918 209510
16230 6805 209515
50767 86655 209516
23997 38098 209520
43817 65232 209523
65128 20935 209531
40430 54544 209539
1653 7213 209544
91521 80918 209549
71978 38746 209549
33469 11379 209551
43682 94834 209556
34772 31744 209558
70385 13525 209560
53234 13835 209563
83003 89629 209566
23513 49125 209567
5017 45214 209569
998 61807 209573
63939 24763 209584
95509 22717 209597
96873 82189 209602
46754 85145 209606
60035 4092 209613
423 114 209616
43544 42990 209625
87742 60238 209632
16051 93748 209636
56726 76603 209640
51629 7346 209651
57201 66578 209657
73833 66787 209659
24422 56954 209667
37524 24323 209667
21746 12947 209670
35269 32274 209676
77819 79146 209683
84578 57427 209683
15640 17200 209684
15448 70221 209696
41439 24679 209701
98075 10675 209747
49313 8050 209750
59839 50862 209754
84991 83494 209760
415 7129 209767
68175 94836 209767
45819 77068 209774
40119 9301 209778
15968 99127 209780
4331 4790 209783
42348 36735 209786
71304 85870 209794
61053 11694 209809
59758 61397 209811
68394 52845 209826
46356 60460 209829
21566 95874 209833
3710 30020 209838
23139 1570 209841
38497 29099 209843
16815 48315 209846
23993 67300 209846
33258 57755 209847
5208 24027 209867
71389 43416 209868
74090 22274 209869
70498 74325 209870
44785 60120 209873
28220 16580 209879
51986 85612 209889
6783 1995 209890
4956 9817 209891
27828 25323 209892
2405 62784 209902
1790 12776 209903
9816 35889 209905
2803 9924 209907
75320 62087 209912
5236 16237 209916
58162 29924 209919
74703 60983 209921
56116 94059 209924
25265 3959 209925
23481 41492 209927
62269 65110 209934
95935 23533 209935
90960 98376 209943
66969 76160 209944
20200 6402 209945
24195 28587 209947
41079 87540 209948
20099 3664 209954
67457 47097 209956
31311 71869 209958
23569 9042 209965
4784 23515 209968
22064 54853 209969
38372 36263 209973
36578 1419 209973
31234 73143 209974
53799 98676 209983
29760 15138 209988
63205 38505 209993
46168 5077 209994
48938 84329 210004
55533 9884 210013
57940 20745 210014
99156 31358 210019
33827 70333 210023
95536 17274 210026
62205 66923 210027
80088 31721 210033
67028 4119 210036
69646 89686 210037
2379 21051 210038
35468 10846 210038
82947 85736 210042
77174 87626 210050
50273 2645 210050
91042 79831 210054
22288 89839 210057
42510 82748 210060
94704 10760 210065
41950 53819 210065
89308 20418 210069
99064 9543 210070
13593 3178 210071
24140 12951 210076
7574 40857 210077
69448 54179 210077
68589 77402 210081
34901 63329 210081
53876 77668 210087
4444 74213 210088
11040 49679 210095
42655 92446 210095
26461 16852 210101
20536 44782 210101
85236 83589 210102
74183 43489 210104
87679 81166 210105
59248 32606 210110
50620 16218 210121
4988 60457 210121
89838 84069 210123
78436 50814 210125
80174 45572 210131
75444 67752 210131
24645 32805 210134
44178 52770 210140
61008 28522 210146
81638 34789 210146
53478 33171 210147
2107 22208 210150
95363 65526 210158
11558 26921 210169
5518 5283 210174
74180 28413 210178
30952 4093 210181
54964 92308 210188
17745 56680 210206
1626 9924 210207
24209 63831 210211
5259 99208 210213
67210 13715 210217
55613 22526 210224
69015 3710 210225
81661 91492 210226
72030 86802 210227
95062 58605 210229
37729 68090 210233
86119 67753 210235
16581 72368 210240
29358 15947 210243
40524 56241 210244
83162 94347 210249
97212 35407 210250
11290 46526 210251
92204 77819 210259
72077 38832 210260
25242 26025 210262
12048 51955 210264
63224 85000 210264
47214 97582 210272
78227 8299 210275
14751 5704 210279
76999 19369 210280
82523 38804 210288
28000 2478 210289
34128 2536 210295
24554 7530 210298
87709 84846 210306
35932 20502 210306
61324 34358 210306
10910 65120 210311
559 97111 210312
3463 10975 210315
9558 93171 210316
64939 25201 210318
14926 36038 210321
228 32838 210324
38621 33939 210327
79357 39768 210332
7217 99082 210334
93742 86884 210338
453 41629 210342
29918 92068 210346
18337 88681 210353
94465 94947 210362
2644 18498 210363
9313 28416 210376
95882 1093 210382
45222 86731 210382
2764 88287 210383
50525 73048 210389
92658 32583 210400
46012 49081 210411
12032 5215 210423
97708 48929 210426
28801 96296 210429
24005 4773 210434
82674 45786 210441
58059 22927 210441
89157 85311 210444
92467 86664 210447
34990 64409 210447
79115 59084 210451
35346 76358 210455
50761 87532 210456
79079 6522 210456
49881 14083 210459
12052 20552 210463
8676 15717 210466
98199 43007 210471
22999 18719 210483
55061 47764 210494
88562 41727 210505
7942 42597 210505
34719 19334 210508
95835 32310 210512
33949 55263 210512
7717 21605 210515
64124 90443 210516
60456 55165 210530
29635 6697 210530
27134 26261 210530
90207 76062 210531
13314 71569 210533
14332 2978 210537
20457 75616 210542
60735 99741 210552
5538 36119 210557
40009 10138 210562
62772 39061 210564
90834 50196 210565
41201 27447 210570
10558 15695 210571
68777 24781 210578
43666 63881 210581
13894 8176 210584
14368 974 210586
21600 60789 210587
9419 22702 210589
90112 39611 210592
13563 22581 210592
1013 24191 210609
3194 446 210612
88730 23049 210615
19953 22873 210620
47336 21536 210632
3638 27793 210633
1008 68003 210636
59888 89981 210637
12663 95473 210638
17128 97583 210638
73780 79054 210640
9734 40081 210642
22926 8813 210643
15258 44327 210646
13305 45518 210648
8761 3912 210648
17233 13740 210652
2393 4268 210653
71872 84794 210655
53873 35174 210656
56933 9582 210668
73613 80495 210676
14961 53473 210678
44833 29819 210685
28649 12980 210686
57693 53666 210690
24686 37037 210690
75039 97095 210691
15004 60619 210697
87232 58540 210699
60648 38804 210707
50286 96883 210717
22280 26621 210720
71755 81753 210725
7168 44842 210735
7034 74112 210741
50154 93968 210745
15646 10745 210749
14826 34530 210753
36136 10791 210756
70164 65375 210761
4786 82584 210778
10679 5839 210778
53521 73680 210785
65441 11233 210791
81059 36499 210796
44287 83369 210798
66870 73625 210804
45845 81208 210806
85416 3151 210810
54873 6521 210813
55547 18949 210816
38502 68256 210817
67064 39226 210823
12491 17081 210826
52265 14339 210838
81868 18384 210842
69083 75688 210844
15410 2992 210850
55872 13467 210863
92514 8883 210867
58826 38353 210878
7471 4027 210879
49047 66657 210880
65416 61889 210884
61383 52749 210885
29093 45500 210888
10560 48364 210889
66274 30599 210896
7575 7244 210897
43503 25055 210901
29935 52016 210901
47111 14678 210907
77161 36442 210911
31519 10313 210917
5882 4370 210919
33115 68200 210923
11856 46257 210930
51821 79828 210934
2777 6448 210934
77905 66899 210939
57227 16098 210940
29866 59792 210949
437 41122 210951
49499 54034 210954
19905 31674 210955
4707 45520 210962
21727 26552 210965
9244 11012 210967
12094 71297 210971
89088 52458 210972
7363 17305 210979
62190 66927 210985
61838 36994 210995
62744 85873 211004
27271 41477 211005
3773 79377 211006
72525 62150 211007
7165 62529 211008
1743 4174 211010
73078 67145 211010
77702 19106 211012
66924 45204 211017
24232 76124 211023
88437 85429 211033
18921 32847 211034
76262 51296 211036
21434 46626 211037
60674 6359 211039
45285 67787 211060
6795 60419 211071
99729 82609 211074
81138 25337 211075
4723 20022 211077
273 29649 211082
74394 19860 211088
25842 72121 211091
40438 39201 211094
21844 79366 211096
96365 95582 211098
51139 23371 211099
24666 49942 211100
27098 89993 211109
31385 85775 211111
39930 49230 211112
38073 11205 211118
45018 62964 211124
62834 22134 211125
76786 56627 211125
3028 2309 211131
11865 65314 211132
47180 7745 211142
31917 21906 211142
68503 19451 211144
37588 49039 211147
26221 24532 211150
90276 31898 211155
7624 2628 211157
30113 50688 211158
60503 91812 211159
232 771 211162
38141 31589 211167
50005 7087 211170
50815 76714 211170
67218 91555 211173
81775 26398 211177
3801 69511 211177
24051 87004 211181
99323 79822 211182
74495 30272 211182
20164 91777 211191
25697 75225 211193
764 44423 211194
16084 6115 211198
19457 45009 211202
50465 92499 211208
51487 40755 211208
88452 42898 211210
84729 27416 211210
5442 33044 211216
82075 19841 211233
3634 63756 211234
46832 48393 211236
64631 23998 211238
68091 47133 211242
28153 16068 211245
11868 22583 211251
83057 61985 211257
27336 5665 211261
28059 64717 211265
34442 80622 211267
30470 33892 211279
31464 22805 211285
9489 16384 211287
85498 43535 211293
29297 58770 211295
14910 55086 211296
18482 84198 211307
32953 57489 211307
85568 17420 211308
55779 9148 211314
36279 13093 211324
88590 39142 211329
33320 96655 211330
49809 23654 211332
521 29579 211334
33411 90561 211337
37007 21280 211338
92918 22471 211339
8326 5116 211348
48107 87964 211353
44712 13375 211355
3970 3403 211371
92251 52060 211373
19946 89279 211376
17305 75273 211379
54316 17463 211380
90623 61860 211383
13264 79661 211386
6907 17524 211386
1843 57269 211387
90384 71090 211399
57854 15329 211399
36600 90939 211402
24129 93788 211409
74521 37444 211410
88951 52713 211410
54833 37267 211412
97405 48531 211415
62225 27721 211420
48123 61447 211420
95197 39220 211424
55416 94369 211425
24483 79933 211425
81565 54592 211433
41675 73057 211441
49847 27179 211441
64741 55757 211450
5238 99950 211456
58760 46148 211461
57557 96957 211462
36963 164 211463
44409 34026 211464
12701 21929 211464
71396 76041 211466
58039 25050 211475
10244 75954 211476
94276 94165 211480
27050 21690 211483
87094 20670 211490
24673 21344 211492
69314 27388 211492
63504 44816 211493
95209 1689 211494
62133 33983 211500
37790 56494 211500
71667 37158 211502
46772 69297 211513
23295 268 211515
97917 91316 211517
15649 77713 211518
47898 27432 211519
33586 46998 211519
87235 74157 211522
46208 72926 211523
49282 36442 211528
61905 1328 211531
53010 36687 211533
75717 73978 211533
7715 11991 211534
88753 25901 211535
23930 34874 211539
20129 24830 211542
43534 33965 211544
16500 21523 211548
92376 61452 211555
85517 60184 211569
99732 8667 211579
43436 68751 211580
60114 2465 211581
51235 24481 211583
80723 27804 211584
36930 68974 211590
84564 10782 211591
1445 55957 211612
46304 63682 211615
60716 62552 211632
40940 88182 211637
15189 7803 211638
2680 17489 211640
11390 97932 211644
21093 39977 211649
48516 72514 211650
58913 67698 211652
1211 9700 211652
18658 30693 211667
7040 59526 211670
46158 99413 211675
14668 75140 211675
28455 54182 211677
18254 23522 211679
2980 93815 211685
1728 33276 211685
48193 54427 211688
90779 87981 211692
86534 15733 211693
44087 15695 211695
72603 2512 211700
12078 21604 211701
56092 40421 211710
71447 70757 211718
1443 16355 211723
74406 48885 211725
29202 40240 211726
85684 30333 211729
69802 51031 211734
45864 26505 211736
69716 87812 211738
42208 89743 211739
73516 73555 211744
21634 89927 211746
22384 78302 211751
2206 1528 211753
15617 74490 211756
3740 72586 211757
10936 67162 211765
51815 49883 211766
57107 17753 211781
16700 71004 211783
49044 16603 211784
1932 38404 211788
56764 39490 211796
1539 57730 211803
80099 11091 211806
60083 22400 211807
14395 51743 211808
79655 56391 211812
99663 16143 211815
99963 35123 211816
73631 88145 211820
19553 10707 211823
25558 41212 211836
175 182 211838
41009 31481 211841
52298 17524 211846
82459 44222 211848
47824 400 211850
74233 21468 211851
78737 72719 211865
13656 33461 211873
90869 79653 211877
33827 66732 211878
49792 71843 211880
68986 52909 211882
92636 70250 211883
85704 40230 211886
71476 17601 211888
65399 15212 211894
11985 65599 211895
390 11455 211912
23996 72973 211920
29584 91263 211921
20502 70502 211923
66273 86584 211926
75311 22336 211930
95759 17856 211937
86844 74471 211940
7591 87661 211945
17232 32772 211948
29024 1957 211949
14210 40470 211950
32617 12357 211952
15594 24368 211952
53426 70204 211959
11624 95665 211963
99607 12441 211965
97608 94713 211969
70179 52130 211971
83132 82126 211971
97315 64897 211979
83401 17893 211983
26887 66906 211984
83687 65878 211986
10328 64161 211998
44214 57137 211999
69832 65580 212004
95541 29500 212005
19639 21782 212011
44944 50014 212011
83542 22491 212016
86329 26443 212025
88553 83640 212029
78922 1634 212031
45049 99522 212034
80839 17926 212037
63925 16599 212042
91330 5634 212043
31718 4925 212057
30618 62601 212068
26007 2939 212081
25839 63070 212081
3022 13188 212088
730 1872 212106
496 43495 212106
84337 99575 212107
64523 16170 212110
1897 7094 212113
79980 60551 212119
96173 44493 212123
1344 45001 212133
75358 55537 212145
12682 24260 212145
55050 4453 212146
99089 88765 212147
28686 15064 212150
46553 91513 212150
23390 22429 212160
22435 45599 212164
31633 32214 212168
79304 13909 212170
3969 3528 212176
91773 5749 212180
23802 21140 212190
68218 63058 212191
59953 23493 212192
95091 58288 212214
34378 25516 212215
52438 26911 212224
93861 76183 212231
87711 92458 212235
63771 64051 212240
39162 28017 212261
43759 27121 212262
79088 20603 212263
20975 41911 212268
23336 28308 212269
53265 49162 212272
36228 85533 212278
630 5600 212280
86424 17760 212282
94087 29546 212289
24417 58606 212289
32112 72816 212292
58281 77354 212298
77706 64650 212307
87487 40452 212310
8861 42061 212313
3104 3913 212313
5138 40290 212314
27813 41710 212318
24059 5972 212318
35206 35353 212350
61042 56871 212364
71745 26917 212365
33378 39813 212365
39908 75448 212373
4664 10265 212385
97320 34447 212387
1874 2919 212387
63694 8166 212396
51236 18969 212402
93142 18146 212403
8279 23565 212404
97246 13164 212413
60067 3469 212414
32271 20487 212422
74734 21375 212423
46376 79323 212431
39520 89030 212433
86573 88018 212434
21296 25803 212437
61530 94972 212440
76197 95980 212444
97837 73644 212444
6206 6486 212447
49238 10856 212453
41334 67677 212454
33773 5891 212455
6233 33455 212456
56264 96396 212462
143 21249 212465
49221 12039 212470
49416 66731 212471
