Algorithm: Kruskal's MST
14007 29255 61766
27565 9817 61772
11709 48600 61787
45405 367 61788
46461 3014 61800
18347 10521 61801
44845 9542 61803
32243 16843 61821
27253 37527 61824
12272 3566 61827
23043 47630 61840
28514 39198 61848
48399 49939 61848
43837 25061 61866
18360 28674 61869
12570 39904 61880
17187 7903 61886
6973 45459 61886
6914 36254 61894
22048 20520 61907
19728 15415 61914
40363 8989 61926
29899 42652 61942
40638 21526 61946
9797 33205 61948
25867 12467 61961
37435 27635 61980
33544 32687 61983
36197 48695 61984
5168 9942 62014
44573 14788 62014
755 3232 62030
5938 49476 62032
47481 25503 62040
44579 38953 62042
17263 12964 62055
19294 17171 62058
31574 6765 62063
43059 42629 62067
4328 47765 62069
48369 46545 62085
41083 4648 62101
13860 20401 62102
6768 29586 62104
30916 41895 62105
18876 12652 62129
37101 29259 62133
18753 5337 62138
2679 34845 62150
46732 27649 62155
44261 21903 62155
17424 40167 62163
49559 47740 62168
30177 33060 62173
32341 24783 62197
13493 19840 62199
29732 32739 62200
33093 45533 62200
11617 34098 62223
6163 877 62226
27517 20876 62228
25939 36702 62233
2357 793 62242
17943 13626 62254
23307 13447 62254
19477 38929 62259
49829 23917 62259
14784 42578 62264
40904 29938 62271
1572 11662 62281
8655 45474 62283
6085 8652 62286
1164 39620 62291
40195 208 62306
7142 2861 62316
36794 9834 62323
7807 13164 62329
19247 24211 62344
12238 16256 62346
14546 39932 62356
23184 1936 62359
4109 25145 62369
31818 24141 62373
34506 6915 62376
3557 20632 62378
13083 31272 62394
5069 9097 62395
41481 4817 62406
849 12672 62420
21810 21264 62447
22014 37341 62450
40532 26211 62455
15992 3595 62478
28239 15281 62480
40783 46136 62503
1672 7362 62509
49975 7420 62511
10283 1345 62511
37798 48850 62512
10653 17967 62519
27516 46920 62519
13238 19045 62521
9925 9725 62540
1546 9868 62544
32662 29396 62546
33071 38869 62559
29540 20185 62573
10252 6423 62577
5743 10637 62585
176 10046 62591
22574 37811 62594
42098 16718 62608
21073 8845 62613
9920 46036 62622
2420 12648 62625
15699 38881 62631
45952 37314 62641
44611 22482 62645
26264 10503 62646
32412 4783 62649
23083 26460 62663
401 22420 62676
11060 6832 62676
1402 3927 62680
10244 2781 62697
47107 4573 62708
47851 44966 62709
20164 32887 62740
15366 17624 62744
9236 17525 62744
16428 15358 62764
7739 7934 62774
47619 48337 62775
35479 43044 62803
40500 49659 62808
5631 17256 62809
48205 16450 62816
17835 43080 62819
7994 48807 62829
9277 7845 62831
2658 13057 62832
34743 2586 62832
10069 6914 62833
10304 13401 62834
22534 11952 62843
9839 3219 62845
20828 8658 62849
26724 17555 62852
19702 30988 62864
42374 17317 62872
33267 34611 62886
9999 14017 62891
20024 8470 62911
11957 23851 62913
36705 6110 62915
11878 23654 62925
7470 40760 62926
44252 27693 62928
10654 18733 62930
43280 49406 62931
41998 1907 62939
8258 41791 62951
8945 7605 62964
31814 48023 62969
31797 23326 63001
39498 18932 63012
13491 29343 63042
12342 5964 63048
36958 33449 63057
33222 27912 63060
3550 47230 63067
27023 38048 63068
42550 36739 63070
13841 314 63079
42004 38084 63085
5981 45624 63087
44292 5730 63094
29460 35290 63100
4457 30931 63101
2907 48378 63109
26990 15985 63150
3548 25327 63155
19819 19717 63155
27734 326 63156
2504 40423 63163
6555 1980 63165
8688 18043 63173
3965 19392 63187
40377 20360 63196
11255 43993 63197
18909 22788 63207
47508 17317 63218
46126 48493 63236
21546 36334 63236
828 13633 63246
25280 31287 63251
45687 28875 63254
48360 2065 63260
4888 14505 63264
11374 23802 63269
29186 36289 63280
38618 24148 63286
42252 49538 63289
9750 43832 63289
36448 27799 63292
24330 6951 63301
30197 1288 63313
16770 31263 63321
26630 38542 63323
6106 4632 63342
48065 7715 63344
16953 44825 63345
18780 4305 63347
10207 7697 63350
29647 18624 63350
24764 2905 63351
18472 43045 63362
38278 10131 63368
15624 29768 63372
14638 8804 63382
3984 1799 63385
25051 9319 63389
16444 46072 63392
14679 15523 63398
10501 4479 63408
26077 34518 63412
674 366 63412
36900 21791 63416
4458 20335 63416
13139 17026 63431
33101 30532 63432
29802 46318 63432
10754 49771 63443
3882 27206 63443
33719 4272 63448
33979 8737 63453
42435 2697 63458
14441 23110 63458
8086 15527 63460
26078 48174 63465
25027 42567 63471
8064 36651 63479
38307 21630 63490
48946 30598 63493
15680 45460 63498
31206 17948 63501
42577 40601 63514
25922 37584 63524
20626 10533 63525
4460 4334 63528
29763 44866 63537
46609 6809 63539
29459 12023 63540
39138 3333 63543
23037 13757 63545
6852 6931 63546
3691 1189 63550
16592 17233 63552
46849 44060 63564
23394 18169 63569
46204 42746 63572
2587 11305 63572
26595 533 63581
32196 30278 63589
7740 1824 63593
15400 16497 63601
9863 25233 63613
37046 30053 63617
2718 5430 63619
30510 2449 63629
1026 986 63629
38957 22932 63645
28410 36719 63645
23709 26621 63651
32426 43080 63655
35464 26241 63689
24762 3948 63693
18707 12500 63696
41615 5545 63701
6907 17295 63706
47158 15407 63714
29096 48817 63731
27409 20921 63744
35785 26062 63744
2691 49621 63758
42943 12238 63762
39353 47173 63767
4681 36690 63769
10381 35703 63772
11461 36946 63781
17127 22054 63798
18924 6507 63804
46697 15865 63807
37883 16911 63811
47253 18821 63812
12395 16850 63826
6541 39745 63834
17874 40538 63834
38534 14924 63836
20516 46460 63853
33981 22977 63859
12907 32139 63859
20077 13302 63867
32321 5243 63868
4271 186 63869
4295 5007 63871
1023 27868 63874
32463 12818 63875
33006 9637 63882
47622 28740 63882
41598 322 63889
11135 7807 63898
22608 26546 63899
5302 11588 63906
10055 16398 63911
13203 28708 63912
37225 11313 63917
3419 13013 63938
24431 11835 63939
14577 42198 63940
38442 6890 63940
13433 29187 63945
31636 11066 63950
46546 12407 63957
28330 27411 63962
33050 2707 63969
278 7166 63990
4515 19376 64005
6884 14263 64006
48625 2840 64009
14726 35608 64009
2552 2358 64022
1840 3078 64023
33789 47856 64024
47727 32439 64027
31437 4840 64034
9953 6119 64045
43060 25146 64048
21819 25934 64061
41451 35846 64067
5236 23467 64068
7524 13942 64072
25162 5913 64076
6397 15350 64090
3398 6647 64094
16604 15286 64105
4457 19471 64115
45621 27675 64121
11965 8613 64131
45718 11978 64134
4507 45226 64149
41103 48982 64161
37365 1161 64173
3003 6803 64173
5361 13344 64175
30917 45245 64189
43268 24046 64193
7744 48671 64196
6191 28292 64207
8869 31021 64224
23755 5904 64256
1875 5496 64256
44102 42531 64290
9633 14341 64292
37037 429 64298
29961 44041 64299
29693 18045 64306
1544 44384 64309
74 751 64316
22237 34838 64325
36874 22832 64326
6969 34208 64331
12601 12794 64340
24504 43942 64349
7459 5992 64359
27205 41246 64360
20661 43844 64364
8418 9244 64366
8359 11214 64369
29293 17241 64374
42168 19618 64378
46900 22787 64378
45501 42754 64387
23720 42572 64398
29285 29240 64401
10873 41323 64402
49743 32341 64402
1637 33735 64421
25698 31064 64422
41563 15335 64423
46490 22261 64425
45623 4916 64425
12452 41673 64425
42768 26638 64435
22633 9042 64456
10692 30432 64474
37028 13950 64475
14127 29032 64476
151 42 64483
19322 44257 64489
2289 27824 64493
14863 40503 64498
26920 39529 64500
42115 1150 64506
38774 8166 64507
36101 35969 64514
29128 23990 64515
29434 10096 64525
20170 42408 64531
48234 34267 64536
46657 4652 64537
820 104 64548
24633 9307 64559
26773 28045 64559
18480 38489 64565
10914 37350 64568
31927 10491 64572
30446 47017 64585
2635 2186 64586
1306 30028 64588
13260 40908 64589
32036 39358 64590
12516 27586 64591
29234 27719 64607
6501 11111 64617
2676 11383 64621
46570 44488 64633
17817 9964 64634
8754 28671 64640
33636 21675 64641
37168 1425 64641
805 6752 64649
45111 5039 64664
26361 45224 64674
46897 37610 64681
14866 8511 64682
8607 16375 64685
22008 17937 64689
11372 14803 64697
48119 5806 64703
35915 41658 64706
42399 44064 64706
23428 6089 64707
20227 44055 64712
1989 19514 64713
49752 30843 64714
6560 22331 64721
48534 42879 64726
28282 17753 64731
48228 19680 64732
46803 15222 64741
19250 9207 64754
26606 44681 64754
31158 19516 64765
36726 6172 64769
5113 4199 64775
7 3 64776
3662 22311 64776
13180 14282 64779
16246 8708 64785
48443 4208 64801
7482 31776 64801
21397 21170 64808
582 201 64826
15902 17613 64837
4795 17510 64853
42761 20189 64855
21479 10724 64863
4901 45210 64864
41079 28024 64866
42288 18783 64869
24193 43785 64883
15044 28816 64887
29487 37595 64893
25713 35307 64902
23318 43363 64903
268 18729 64912
25136 49152 64927
14936 7765 64933
34073 2232 64941
16331 35543 64942
39513 25040 64952
8813 6569 64954
2245 9763 64960
14878 21934 64965
6701 44184 64966
13473 41921 64981
48551 11128 64983
20106 24674 64984
21638 31271 64997
986 42188 65005
30722 40241 65013
8675 8632 65017
2577 1566 65024
11742 13934 65024
16748 3817 65038
13815 14697 65042
44479 49998 65043
484 8381 65047
24946 12593 65058
34181 8351 65059
2949 49522 65069
26531 30749 65069
25292 42162 65071
33971 7596 65078
31468 36422 65078
47268 39448 65081
28623 8510 65087
45778 31055 65096
46380 38009 65101
10764 46542 65101
10565 48309 65105
45908 9734 65112
15049 49038 65132
8362 44988 65138
29313 44990 65140
12154 37104 65143
44519 40099 65149
29694 4837 65180
2809 3628 65199
25895 47483 65201
35987 2769 65208
7761 28476 65210
9946 46632 65210
44769 32278 65220
14608 35970 65234
26281 22042 65245
36383 10571 65254
43951 5076 65264
18102 29912 65264
37282 36077 65277
17468 24499 65278
7646 26890 65279
48996 17840 65288
6908 38646 65294
44094 19519 65299
13501 5203 65302
7177 30327 65305
18120 18668 65317
26122 45413 65324
7855 7361 65324
43956 49093 65327
29485 32025 65334
28700 35682 65337
43583 45103 65341
41120 6716 65344
16855 45633 65350
13548 39605 65352
14374 37333 65353
17320 33512 65356
30053 11659 65359
4695 22527 65362
29646 34030 65381
36595 31144 65382
7723 22123 65410
16877 21077 65417
8138 13166 65434
2248 13327 65438
36335 7489 65460
30492 45979 65471
20725 30894 65490
15510 15221 65491
37656 48290 65500
49062 43331 65500
34946 20513 65522
29693 34864 65524
13536 9148 65526
17059 49007 65529
46682 11405 65535
21940 20487 65536
25480 32245 65554
40775 11889 65558
35949 49240 65592
21917 1002 65595
7144 2347 65597
40282 35888 65599
25245 110 65604
29569 49947 65628
10739 38866 65631
31943 5574 65634
41713 8959 65635
23971 27879 65636
8524 7956 65642
23635 49912 65653
26671 35505 65674
32636 24216 65674
4013 14373 65692
1050 20987 65698
32827 46834 65720
18856 48126 65734
20869 7664 65736
8358 20575 65746
42170 13950 65750
49878 4986 65751
36839 2898 65761
31158 13848 65769
46218 41023 65778
43731 39537 65789
29135 20292 65789
39747 2961 65796
38534 49960 65797
19679 17465 65804
36260 28311 65833
19433 5876 65839
1338 34848 65846
49569 34339 65852
20705 7698 65857
15664 1059 65864
18068 749 65868
8886 10231 65897
12143 3885 65905
36667 19201 65905
49445 16861 65912
32890 4257 65915
14409 9755 65944
7628 30223 65946
29902 5531 65950
46097 10561 65961
31256 1807 65974
20365 42102 65982
22323 28628 65982
9073 46304 65991
9463 32966 65991
1569 4849 65991
24530 41369 66001
19031 33409 66009
34466 614 66020
38359 46793 66022
30439 11323 66026
35194 23702 66033
33107 28924 66038
44286 47568 66039
40200 29537 66046
11053 15563 66048
22874 25179 66049
36687 27077 66055
6085 361 66065
16703 11126 66071
16980 31692 66071
37996 28800 66093
49750 42788 66100
283 35392 66106
1794 17255 66110
29695 49887 66112
6179 34075 66116
31600 97 66120
16741 1310 66124
22086 35124 66124
4600 30630 66128
15798 14283 66157
2924 13325 66165
35214 37647 66167
12045 15154 66197
21966 12741 66199
15674 47698 66209
505 13165 66211
20285 27955 66218
45340 43746 66219
14580 6796 66219
44273 39756 66221
45566 47478 66226
41457 12338 66228
20246 37214 66236
41747 25029 66239
23785 41085 66255
32231 31274 66255
5293 3847 66262
28246 10659 66262
34640 48890 66278
45243 15802 66285
34197 34713 66289
19871 18313 66291
44755 35485 66295
5483 43273 66295
35308 23131 66305
30899 6458 66305
11806 31849 66307
18355 1441 66311
47243 33998 66318
17710 12168 66319
17442 6173 66331
41502 13112 66338
483 987 66343
17946 5807 66344
29885 26604 66365
31029 6724 66372
9001 49426 66396
17972 8743 66399
45038 31396 66417
105 74 66424
6209 958 66425
32845 18291 66436
47312 24510 66441
24463 27396 66441
38485 37301 66459
25957 30367 66475
17516 34504 66476
4045 31603 66484
16719 32099 66486
4379 18770 66495
18454 1664 66496
26013 45557 66496
47033 10714 66499
24535 37352 66504
20737 7484 66507
22122 45875 66512
36653 48754 66513
34428 26258 66531
17819 33936 66531
15207 10656 66537
14849 13087 66541
236 19558 66544
45136 15081 66544
107 43014 66556
10503 25363 66559
43885 2090 66573
22623 2787 66574
10987 12613 66587
41754 17136 66603
14155 15110 66605
14937 41814 66616
10154 11250 66622
35091 7381 66622
8279 16874 66629
46656 35872 66634
2389 490 66638
41937 34392 66650
17577 3814 66656
9048 44393 66661
24398 31612 66665
2598 26907 66674
24439 20204 66675
13884 27681 66682
33265 26913 66719
43120 21800 66721
31905 18228 66729
32144 10484 66731
9550 28152 66750
28626 6444 66751
22659 31891 66758
28030 40344 66772
12621 1533 66791
42824 37711 66801
49864 33609 66804
8285 37499 66805
6010 5719 66810
12376 1493 66816
9291 199 66835
16163 31987 66838
17141 26825 66843
26974 17187 66845
36532 9738 66854
30948 8759 66858
39952 1075 66889
49460 11289 66889
10475 28836 66897
185 31572 66903
3547 5876 66926
33246 46692 66932
48039 40802 66933
8486 36568 66941
32654 40282 66942
36732 33831 66956
12544 830 66960
12034 43572 66960
5217 12400 66973
48491 33056 66973
49006 16859 66983
48870 32867 66989
3066 1939 67001
32352 32648 67001
3082 21597 67007
14609 49594 67008
39844 17063 67010
1097 8567 67020
41726 15662 67034
11365 46000 67047
21708 46328 67056
11022 14806 67059
24615 2761 67068
1754 35823 67069
7288 796 67091
38932 25852 67099
43354 29435 67102
11064 40964 67105
45723 7284 67139
20841 25091 67144
37139 22913 67152
41279 35261 67159
19058 16547 67174
382 39699 67174
28028 39060 67177
17215 27543 67184
46713 12214 67188
12206 8020 67195
31653 433 67199
17335 808 67200
39003 35891 67200
41198 1434 67202
28184 6610 67210
8819 12046 67214
46972 6433 67230
11971 34277 67230
36762 32778 67234
12563 37189 67234
38069 46484 67236
45905 3650 67245
1080 1782 67248
20584 6899 67256
100 4156 67263
12850 6295 67267
13094 15761 67268
42288 10931 67270
45117 40295 67271
18335 8628 67272
22126 21372 67285
49508 13970 67289
21449 795 67299
39119 26804 67323
27980 26305 67331
20829 20749 67332
18433 26703 67332
40336 11929 67338
22173 9830 67343
2958 7817 67343
20715 10202 67349
20508 33362 67359
5034 45924 67364
40914 41067 67371
18337 12039 67380
44028 7991 67384
31710 48650 67399
25146 4551 67421
1323 19325 67425
3447 11630 67432
9976 12173 67432
18513 5101 67436
14574 14545 67442
24388 37704 67444
31128 31327 67469
49902 40650 67495
49510 45274 67500
33360 29540 67508
33901 38937 67512
37394 28979 67519
36709 2382 67521
14346 210 67536
24915 5044 67536
33928 45640 67543
10902 5781 67563
42129 44088 67567
1538 33160 67567
5324 12439 67572
7660 18280 67581
42610 45761 67585
32974 45029 67605
4958 42967 67608
14484 49834 67617
26634 49000 67620
9795 8379 67629
26963 4947 67637
25026 34954 67637
40034 31104 67641
12577 11677 67647
26283 10462 67652
1946 8101 67657
32728 23516 67662
24779 244 67681
33921 44543 67691
10211 11005 67694
41727 27593 67699
38769 39 67700
26828 20234 67702
39587 45628 67710
36585 37164 67713
6465 26101 67716
40063 24099 67717
33709 23072 67724
32687 47634 67728
30290 32593 67738
5719 36397 67739
19784 35256 67748
17637 41412 67749
41518 1589 67749
10995 33847 67750
32371 47442 67755
27093 24965 67757
2599 7281 67761
3047 6579 67764
16041 48392 67765
10960 27479 67766
18842 45087 67770
33347 41597 67779
20996 8311 67827
5843 23103 67841
6821 22024 67844
48403 9176 67856
44152 49463 67856
10027 3480 67873
13904 36498 67879
1588 4736 67882
42159 7161 67883
6711 13402 67884
1248 42503 67886
42724 43513 67887
4957 11212 67896
26548 46129 67903
16435 11722 67904
28332 27180 67907
46020 13752 67907
8849 3349 67916
6643 21536 67924
8018 7574 67924
30679 39196 67941
1235 653 67942
38659 19283 67944
42284 31361 67944
29343 49167 67947
34506 48010 67949
30074 36721 67955
11017 15816 67957
14617 33429 67965
37172 4595 68005
8086 20544 68009
21136 6107 68010
49259 17727 68016
45475 36122 68016
26865 16625 68016
24683 36936 68025
19706 11979 68029
39489 38999 68045
45706 9020 68051
42882 20581 68057
22343 46624 68067
16964 10835 68069
45829 36829 68072
2265 7159 68076
26812 31129 68080
17616 35598 68092
10010 7071 68097
46449 46791 68097
17829 20560 68097
30577 10776 68099
49240 39933 68101
4733 20137 68107
28422 25526 68122
37330 26559 68130
6400 41334 68132
12845 19589 68147
13619 34477 68151
7364 2346 68151
21272 27455 68154
34971 22027 68158
35835 5885 68196
40049 41999 68217
35039 4987 68218
43052 29988 68218
48882 15422 68223
12711 33456 68223
41719 41131 68228
29451 41040 68232
4118 24698 68233
20080 27260 68235
23209 3906 68240
22343 26692 68241
15477 33030 68268
40447 27432 68269
36732 14694 68271
14929 33913 68278
6540 44600 68279
32311 17295 68292
32598 39909 68294
24531 18221 68295
17096 17083 68296
13509 5628 68313
1497 334 68324
35856 49020 68330
9143 15876 68331
22155 25208 68335
45160 45834 68347
22747 42921 68347
45558 32309 68350
23778 37404 68352
26762 46034 68357
35090 26669 68360
17967 24245 68377
34985 33201 68382
8702 33939 68392
21292 24267 68395
21763 12300 68401
29168 563 68405
40919 31983 68407
1481 21341 68418
16877 17797 68429
9497 35746 68434
32702 4877 68438
12070 25578 68439
24084 23276 68443
13944 49754 68446
14432 4894 68452
14435 18611 68458
10338 30095 68463
27293 7190 68469
2434 3047 68473
49291 9076 68479
20982 2962 68490
36397 12251 68495
3090 4486 68517
4276 41846 68529
3226 41063 68530
5371 4398 68532
10068 8845 68534
2034 11972 68535
25179 21210 68537
505 12159 68548
19448 13549 68555
47450 28913 68556
44516 18049 68567
2921 2170 68573
461 31139 68603
5920 4453 68605
5873 4535 68611
15167 48226 68624
31243 10401 68625
27260 30075 68627
42548 26998 68629
32719 10941 68630
31044 26294 68631
12167 47115 68634
20459 32261 68638
16238 47731 68642
17780 37468 68657
18314 14013 68658
30599 25836 68668
5348 18910 68675
38269 2853 68696
25523 15834 68700
8721 887 68720
38876 42677 68723
26049 38726 68734
29036 24502 68734
39181 30064 68734
33823 31418 68734
38880 45991 68736
38832 33699 68738
31420 1535 68742
25564 18468 68751
30008 44333 68756
28735 32832 68756
15980 23374 68758
2371 12024 68759
23464 28525 68767
13729 1429 68767
16901 14424 68775
22899 18513 68777
39209 25533 68782
45168 15979 68784
294 303 68793
17869 14934 68798
48883 20137 68822
43097 17542 68829
10259 47928 68835
2201 40731 68847
30412 48577 68849
47479 29165 68860
2923 4427 68865
13665 4773 68869
5971 17099 68880
33157 44321 68881
30391 6575 68883
29762 14468 68884
2568 1860 68886
16461 22144 68889
5716 18402 68896
40432 40618 68899
5409 1413 68918
28872 22190 68918
21398 21009 68920
12569 8832 68927
33350 29241 68927
19472 18279 68928
1897 2313 68929
8759 3557 68938
30930 27807 68947
2245 6781 68951
18073 13457 68963
3304 2562 68994
48665 8592 69011
32725 31954 69013
9341 44145 69013
49667 17939 69026
13326 21935 69033
17890 19872 69044
5921 47700 69048
28071 24941 69054
46080 43201 69058
18678 48815 69063
13923 749 69065
49979 25704 69074
8227 16211 69076
11404 26639 69086
10472 2476 69102
47546 18276 69131
13703 4889 69132
11208 36515 69141
2416 43375 69144
7163 42043 69145
24923 41558 69146
27698 16205 69155
4958 25062 69155
45451 31854 69156
6192 924 69160
32244 11373 69160
22800 39918 69162
36259 4448 69164
22752 8767 69174
995 14191 69176
25131 46459 69176
27970 10193 69179
22074 681 69180
16628 8351 69182
39405 42935 69183
2241 35248 69198
31874 48423 69201
3190 47203 69206
1797 1879 69207
35112 19640 69209
20911 8074 69210
39117 23111 69215
43741 5869 69216
32515 36583 69220
28690 18543 69223
38385 28774 69226
4931 15638 69233
4483 8188 69236
47789 25260 69238
11845 3512 69248
6921 43175 69249
32573 4321 69261
47552 4459 69277
10984 11733 69279
4352 1595 69282
11773 16505 69285
3147 1471 69291
18711 23200 69292
33871 7582 69308
48171 18643 69317
35474 5845 69319
7869 39491 69323
21118 19634 69331
33246 37913 69331
35872 2743 69333
36185 12473 69335
44700 41823 69342
4140 1118 69354
45540 18142 69354
17749 35335 69371
43556 6925 69371
11100 27450 69372
24276 25279 69379
9312 2143 69380
30501 25855 69397
32585 724 69399
17553 3025 69399
14428 46655 69402
33057 23743 69403
49798 5778 69404
23428 13920 69404
18154 7443 69418
14527 3811 69419
29121 4607 69423
39295 43296 69425
7708 870 69432
8910 1268 69450
22920 12526 69453
40073 40702 69459
15085 25076 69461
7720 27784 69471
3944 38596 69479
9836 13069 69486
39425 49531 69490
32054 40710 69534
1379 827 69539
31016 5785 69542
37298 27880 69551
998 2138 69554
6863 46906 69559
31281 9322 69561
38470 37251 69565
22922 2854 69567
46603 34271 69572
21900 38971 69572
28963 18491 69575
11653 9818 69578
7406 48581 69583
41385 3341 69586
32199 3284 69593
12118 29318 69593
29128 5181 69597
13270 731 69601
9182 13948 69602
42027 33257 69609
11634 1798 69618
2242 45947 69624
2769 9852 69626
11397 2064 69626
25483 722 69636
23776 40194 69653
10176 16281 69660
12689 22587 69662
1303 21839 69667
43974 11741 69669
1512 8295 69682
19156 912 69689
19733 26147 69702
23968 18430 69729
27904 2659 69733
22846 34191 69734
2452 40526 69736
9562 22255 69738
19335 48671 69739
11813 38704 69743
49066 33413 69743
136 515 69757
16249 40806 69766
10737 13 69771
43494 6633 69774
869 9785 69781
623 14637 69785
1161 30137 69796
1780 21365 69810
11143 26820 69810
16931 24928 69838
6837 12986 69840
41998 11105 69851
18495 33377 69853
4607 36637 69854
38740 31926 69855
5396 23660 69864
44036 29513 69884
38971 44944 69885
23105 26327 69886
19517 5474 69902
23887 46450 69905
26515 19400 69919
6689 9412 69919
45920 19586 69939
14049 2633 69954
8159 9765 69961
44809 34284 69971
26669 28745 69975
34209 8899 69982
11342 26460 69998
39941 34039 70000
34582 799 70005
41338 16943 70005
25067 21800 70007
2384 2166 70009
7642 4223 70026
10343 12769 70029
16289 18231 70033
36649 46619 70034
32901 29480 70047
28562 21833 70050
29365 7144 70053
6571 20618 70056
31259 442 70057
33646 34606 70070
2816 2696 70075
47266 149 70076
5755 27380 70082
8674 4922 70088
11344 26322 70090
36872 28957 70097
765 10153 70099
32217 45225 70103
25315 27281 70110
16237 31797 70115
12513 9106 70120
8020 6752 70134
27680 22566 70136
24218 7686 70139
49320 5664 70154
40920 45609 70161
4177 41862 70165
38239 1473 70176
28737 42702 70180
23531 27921 70181
22352 36600 70182
49708 48695 70190
46863 16038 70197
48914 26422 70202
16314 7475 70203
48235 44846 70205
13897 14146 70206
17498 1358 70208
9619 8691 70218
13632 17420 70222
44142 45808 70223
32300 36731 70233
29276 49274 70244
6259 12631 70244
19900 8317 70263
33080 18126 70266
29526 43849 70271
36947 16208 70283
29853 30893 70289
10926 5561 70291
9313 12930 70294
30242 31399 70297
34987 39071 70309
791 10105 70334
3985 9563 70338
14717 11088 70389
26820 12364 70396
26610 8721 70397
19523 35136 70405
23152 46507 70429
21158 39524 70429
24630 40238 70429
49203 18708 70435
8837 6186 70443
32963 45560 70444
18657 788 70453
16362 20273 70459
532 115 70464
3022 7877 70480
10426 1281 70487
532 674 70496
5617 17209 70499
3040 2139 70503
32035 35921 70509
21372 10361 70515
33857 38826 70516
18103 33386 70518
31774 19181 70539
25422 26431 70547
22264 38460 70553
19294 27209 70554
40447 28163 70564
48491 2775 70576
25262 5582 70606
43658 22541 70607
41217 36577 70614
13851 31594 70614
8962 10649 70621
12953 45354 70621
44725 2991 70629
13531 29349 70631
14070 5087 70646
37854 37875 70647
30987 32568 70654
33111 34518 70657
38918 49863 70664
10466 7125 70665
13321 37262 70675
4820 18626 70681
33039 31510 70684
40302 27150 70694
41182 13166 70697
48391 46268 70700
2874 42183 70702
41577 19218 70704
5476 3620 70717
35527 44546 70718
42520 42780 70720
20798 47243 70721
29149 25620 70725
46299 25264 70726
8990 33865 70729
34093 26099 70732
19099 9723 70740
36296 35680 70744
10389 30436 70751
12457 27751 70761
15046 16687 70762
23644 29091 70765
36869 40169 70768
20345 34078 70783
20062 18730 70786
6712 37399 70791
40682 17800 70800
27492 3614 70802
45285 23099 70814
41524 25743 70823
40499 3997 70823
7813 14937 70825
23544 46606 70827
28428 16672 70828
12619 44309 70828
5827 23356 70853
84 17509 70859
32298 26219 70859
32443 43416 70864
7400 31576 70871
30100 33150 70879
37650 16087 70882
40661 25842 70888
16050 49476 70898
46344 8798 70908
18218 6459 70912
24984 33667 70917
16437 44726 70919
48240 42508 70921
12068 21153 70930
31822 34069 70939
46284 36492 70939
29419 4948 70943
19035 4073 70961
40269 34467 70968
36613 48252 70981
32277 18271 70985
1329 7049 70997
14264 24760 71009
3022 42075 71010
47471 35725 71011
9256 726 71012
859 3232 71024
8604 8027 71026
33937 24656 71038
11538 14491 71039
19961 28516 71044
3513 3372 71054
18203 23891 71057
25435 29619 71086
46413 7217 71090
48947 49369 71091
37792 31533 71116
49167 5976 71117
43850 43399 71129
22821 46097 71129
4977 40837 71129
4545 342 71134
3298 21208 71138
15006 31050 71144
30161 1552 71145
15515 13965 71153
35373 13971 71165
1905 118 71179
41870 45659 71191
30207 47399 71198
23991 19649 71204
47105 771 71214
43121 30157 71249
46359 22130 71249
7028 2658 71267
23436 16412 71276
10642 2001 71285
29769 25735 71307
11688 7740 71309
10654 42613 71313
23828 43282 71317
45195 625 71334
966 37730 71338
5894 11048 71348
17280 24425 71365
2583 30385 71366
30632 3378 71367
33802 25949 71368
21705 8792 71375
14681 27637 71378
35983 37551 71379
31742 33495 71379
12562 20935 71379
23607 20418 71396
32420 37937 71400
22985 17841 71405
5614 1427 71409
32597 13227 71413
8020 34922 71419
7144 4932 71421
7064 31370 71440
23899 4388 71453
32162 48874 71457
7071 24800 71462
10848 17614 71463
30526 34391 71479
24165 13809 71494
16423 32182 71496
41825 21286 71496
22150 36535 71499
38262 43522 71506
46724 38960 71510
34942 9516 71512
36012 271 71519
38873 17454 71519
31384 34128 71528
20178 30178 71531
27515 38070 71542
12556 18114 71547
47916 12515 71552
7482 25787 71554
23600 19876 71558
2113 44388 71564
34075 38365 71568
3728 21314 71571
41624 14056 71574
27927 13194 71574
35435 5210 71576
12289 15399 71576
8882 3750 71588
47114 27553 71618
28726 35347 71629
43670 6681 71635
155 10525 71637
4179 11893 71645
42378 2499 71647
43530 7953 71649
3115 30275 71662
959 20926 71666
1230 5355 71668
28895 25582 71673
28176 38728 71677
20470 49056 71683
1537 16299 71690
22610 30716 71708
18055 17181 71721
42065 31789 71725
38112 34253 71728
39124 24903 71734
27713 26135 71742
11718 29295 71742
25058 1947 71744
11105 2300 71746
8516 6578 71749
34546 21241 71753
22375 5390 71771
28528 24521 71782
46426 28733 71790
40451 43980 71791
15707 12119 71804
9172 37894 71817
25160 23710 71828
17788 25205 71831
17108 12596 71841
36045 178 71849
688 4150 71855
33350 4651 71856
36717 37104 71869
5582 35967 71871
46788 630 71875
39 24475 71881
17878 24497 71882
44290 39014 71883
202 268 71886
42013 38698 71888
21311 25784 71888
15165 33348 71890
42713 17144 71902
48946 4335 71907
21431 43552 71919
23473 38977 71921
45279 13847 71924
13885 45257 71940
1237 21208 71940
15895 32566 71941
28463 41672 71947
17227 18227 71949
18492 2783 71966
1436 4029 71967
5260 35823 71972
23 127 71976
47311 12825 71978
37511 44163 71980
44199 13 71990
35432 32867 72000
