Algorithm: Kruskal's MST
216 8887 103539
1806 7012 103625
4477 3049 103643
14 5153 103664
192 3976 103677
7170 169 103691
4794 327 103697
185 449 103733
4627 2359 103733
6308 4902 103894
9957 8066 103897
5256 5143 104000
4505 5556 104001
1501 310 104032
6035 3462 104121
6143 1746 104228
2184 4482 104286
3000 4694 104289
4907 3728 104332
1161 7561 104355
260 919 104362
1278 3671 104439
6725 3431 104539
7165 9040 104545
8796 269 104644
6606 5144 104689
7657 3817 104714
8405 7974 104749
4172 3673 104757
256 2801 104806
3492 9784 104891
2027 565 104893
3346 4910 104919
2422 5101 104946
8481 2034 104951
6315 7487 104973
7375 2275 104980
4534 7894 105044
4952 7907 105057
885 5722 105072
7005 8138 105198
626 61 105205
8624 841 105216
7099 3067 105250
3142 3836 105313
6028 881 105314
9094 8652 105448
1956 2688 105460
6536 8789 105468
1841 9418 105493
6068 7173 105557
4887 7025 105607
4098 7655 105639
1152 9450 105723
2669 4734 105769
4633 916 105808
9701 1995 105835
1796 1085 105836
273 1694 105902
1277 1059 105905
3677 4188 105986
6534 6091 105986
1296 5959 105997
8744 3921 106011
8894 6785 106089
456 879 106118
5591 8623 106126
4639 9853 106171
6805 1475 106205
2462 4838 106299
1102 3073 106301
8853 8184 106335
5849 9467 106400
3695 1700 106419
7165 8595 106421
5981 230 106512
6724 8616 106532
1144 2246 106545
9222 1704 106563
5699 8148 106609
8466 6844 106627
240 728 106636
2439 4485 106687
3995 15 106722
6434 7517 106756
8011 6424 106780
1360 7 106844
5033 8399 106872
7393 2618 106899
6338 5657 106901
9646 2664 106909
3772 2019 106950
4131 5299 106958
4955 2556 106983
6543 583 106993
6452 4220 107006
8634 5457 107072
6115 5734 107075
7717 603 107083
8833 7875 107110
4577 7063 107228
59 2393 107275
3285 2571 107314
7096 8367 107322
3778 5766 107339
2962 8116 107357
4454 4121 107360
603 5691 107386
2393 1403 107389
3506 9912 107473
7938 2409 107495
6569 1075 107508
4661 5944 107508
7463 9533 107565
84 366 107587
4249 2278 107603
9400 7253 107623
37 2356 107715
7999 6147 107731
2231 995 107761
6316 7403 107881
9405 1537 107902
4693 4424 107911
1683 72 107918
8672 988 107940
5502 7967 108018
9118 574 108022
7795 6004 108068
1450 573 108098
3496 8344 108129
1635 3002 108184
5813 1711 108227
6080 1551 108228
1175 7666 108229
2404 1679 108247
2408 4044 108262
7466 1566 108309
7629 6513 108336
2334 9561 108376
5280 297 108453
5906 8367 108463
2808 2214 108536
6501 5459 108537
6701 5316 108557
5080 2955 108610
271 2117 108685
6293 4864 108713
6910 4320 108750
7460 6138 108805
4206 2459 108891
2376 7592 108911
797 552 108918
3854 4780 108941
6309 9612 109056
9153 7420 109117
3859 5081 109145
422 1747 109164
9040 459 109178
1047 9635 109259
5814 454 109299
5385 6054 109373
7207 7482 109383
2376 8387 109408
3451 8920 109431
6013 5018 109551
2036 1232 109634
8284 6499 109639
5470 7807 109696
5146 4133 109738
2924 2644 109817
4502 5202 109834
3711 762 109949
3156 419 110070
206 7519 110073
2898 4742 110078
5106 3933 110083
6139 7481 110099
386 5503 110173
4991 6541 110243
4031 5108 110249
2729 7283 110291
2804 4461 110318
6372 6719 110325
8574 6593 110325
3646 2314 110357
5839 8465 110360
8320 3508 110379
1870 7117 110526
8051 1780 110560
3311 5338 110575
1848 3939 110586
4744 8733 110660
4334 4598 110681
1844 1798 110737
2772 7710 110780
6333 8807 110828
4153 6705 110863
1130 8750 110864
9114 6286 110884
6026 3244 110915
7720 4869 110919
1005 5378 110925
83 54 110955
7410 9437 111034
3191 3580 111065
5888 3211 111068
3131 4713 111152
1845 5363 111158
822 1677 111168
7268 599 111187
8740 4330 111271
8702 6942 111286
2097 1878 111358
5683 3798 111376
9362 1530 111490
2655 1767 111515
77 65 111601
1837 4464 111631
958 955 111673
3782 9299 111687
4525 3016 111689
8276 1478 111695
2589 4371 111779
507 6017 111799
9145 1315 111822
8031 471 111868
6448 7651 111899
8484 3219 111901
1889 9386 111908
9622 8539 111930
568 1030 112009
3786 5190 112052
2992 6475 112063
6427 4161 112077
4074 3065 112080
4399 3037 112115
1596 7949 112222
587 640 112227
4834 7604 112238
560 2180 112263
1545 3098 112301
1689 3298 112307
9380 5954 112333
9914 7870 112380
1635 5487 112422
3991 2050 112459
1737 2301 112506
7668 8125 112599
1473 1107 112655
4434 367 112661
7599 926 112662
3783 1162 112687
336 57 112692
6548 585 112743
4904 3074 112761
7031 1947 112800
1932 512 112871
3785 5527 112881
1029 7283 112956
1851 5866 112969
3232 1205 113012
1964 3855 113089
5847 3322 113151
992 732 113154
699 1197 113162
7284 693 113163
315 8301 113167
7167 5184 113222
5297 9973 113243
486 7171 113271
7368 9405 113317
2256 7735 113319
8447 8587 113324
644 6784 113375
8537 1311 113388
498 3832 113523
8214 7612 113563
1454 7192 113594
4078 4644 113600
1411 5307 113656
8935 5213 113675
1527 1131 113676
2925 2260 113679
2277 2276 113777
5579 8834 113819
7100 8073 113825
4473 4966 113831
3961 3909 113894
6387 2389 113901
4839 328 113901
2790 2753 113927
3461 5455 113929
2496 2333 113933
1616 4670 113959
4264 6017 114007
4315 191 114035
1792 4260 114059
2695 2268 114095
123 196 114125
694 357 114147
6794 3055 114263
5069 116 114274
1785 241 114274
2134 7202 114274
6585 3354 114377
9954 9698 114401
7623 5265 114456
641 586 114472
2506 7322 114518
8624 5205 114519
4987 1164 114555
831 2375 114563
5707 4250 114601
453 2997 114687
3884 7705 114690
7674 1891 114706
4766 7686 114740
6065 1671 114776
7544 1295 114781
2330 8386 114801
285 3545 114820
208 660 114880
5997 3281 114889
5780 6842 114912
9792 5340 114922
122 1802 114981
506 73 115029
4537 6447 115033
5660 122 115129
7911 6303 115170
3692 1262 115200
4832 2960 115247
9426 8490 115277
6704 2378 115302
4990 4961 115371
6766 2923 115380
6755 7283 115389
2300 3748 115414
5138 6533 115483
8872 620 115543
5768 9034 115552
9974 7310 115583
1288 4628 115621
7358 2676 115693
2573 1249 115804
1330 7301 115809
250 5302 115899
5851 5978 115934
1161 413 115961
6565 4869 115974
4773 8299 116014
1606 3607 116081
1611 1276 116086
1977 5123 116107
4902 9433 116115
942 6300 116149
1487 550 116150
5493 4391 116159
815 211 116249
7416 3552 116249
1093 9725 116315
386 8393 116343
4023 7607 116409
2538 1189 116423
5090 6624 116457
4202 8412 116514
1188 8564 116526
166 8198 116549
6891 3206 116617
6645 1844 116626
5788 8110 116679
319 6541 116740
8023 3781 116783
8911 6405 116807
2972 9416 116826
8140 8809 116828
9048 5886 116830
3243 6824 116893
3731 1182 116917
5349 4683 117069
4963 1753 117100
6669 4501 117112
7584 3597 117128
5984 9187 117164
1606 1039 117191
2584 2517 117206
394 2120 117213
5238 6000 117270
230 4280 117326
6012 9450 117378
6319 914 117392
4020 9108 117402
345 187 117413
4832 507 117421
1903 5099 117455
5603 3964 117457
8765 6433 117525
7437 4589 117552
1555 6109 117587
1070 40 117607
792 4194 117621
7234 824 117656
4445 7628 117671
1010 2612 117676
1605 4339 117703
97 8531 117715
5568 1010 117787
3889 5212 117803
6860 1612 117857
4752 8895 118004
7949 591 118051
9713 1643 118093
2986 776 118118
3588 2668 118177
1591 2395 118185
6377 6033 118191
3613 7180 118222
4479 4687 118249
2402 3979 118289
6425 348 118328
2219 5489 118337
5416 5849 118370
7149 6158 118421
655 5304 118431
9826 3229 118479
8667 2670 118483
811 5185 118573
774 3723 118658
17 32 118677
7664 3939 118680
3813 1526 118681
5402 2159 118695
8070 3475 118707
824 686 118724
8985 6373 118787
9206 3053 118862
7942 3994 118873
3248 6513 118904
2145 2856 118937
9750 9130 118969
2320 6442 118973
2072 7252 119001
2683 3580 119008
6096 4259 119008
9184 6415 119010
7253 9761 119042
78 6550 119106
5356 2501 119118
7669 4279 119176
1459 3903 119182
3689 8069 119183
2968 3346 119205
1851 4666 119385
2981 996 119406
6944 1168 119408
1297 4327 119421
9252 6202 119429
5128 1753 119444
4980 1180 119491
22 4991 119536
9594 100 119553
3911 3151 119584
8409 629 119680
5708 1199 119784
774 2492 119804
1503 6635 119833
9940 6160 119883
6305 436 119888
6505 4735 119957
3999 2194 119967
1231 1723 119970
7728 7362 119971
229 1551 120010
4697 3524 120051
7167 2414 120092
6930 986 120116
5048 1744 120122
848 1329 120224
8745 7937 120251
6133 3204 120291
6054 51 120319
427 4526 120329
4722 4763 120372
7386 5655 120398
5827 936 120439
2190 2305 120440
906 1026 120442
3191 8860 120446
2440 5779 120449
7990 1801 120469
1632 6230 120484
7299 4976 120559
4508 4260 120578
3571 4904 120605
6156 2891 120616
8292 5754 120616
551 5759 120718
4443 5895 120718
3027 983 120722
5186 6467 120769
7450 4872 120896
8422 579 120967
4036 5107 120976
511 830 120977
7690 2966 120997
7902 7461 121002
4170 3966 121020
3686 3554 121023
8379 6034 121033
2550 1012 121102
9994 9950 121126
8834 5751 121137
2087 4063 121143
9571 9299 121170
7386 7423 121172
1119 6912 121207
942 1040 121207
5098 5608 121223
6537 9143 121245
4755 6358 121258
9026 971 121262
1954 605 121311
2919 5415 121412
7894 4314 121418
115 74 121436
1922 7450 121454
7203 9073 121471
1928 5401 121481
2017 3315 121631
229 1744 121644
9177 957 121653
818 9178 121684
7500 352 121704
282 8525 121705
7584 8841 121712
7491 5920 121717
2487 8310 121743
9808 2986 121843
3879 2207 121843
6264 791 121849
7125 293 121855
8661 523 121918
8599 6257 121968
3680 3460 121982
9192 9138 122016
9350 2122 122047
6364 8187 122093
7392 3702 122105
1388 6267 122150
8041 780 122226
2224 5107 122240
1243 7685 122261
2458 9060 122279
2426 4678 122287
9794 8101 122349
8673 3071 122349
1366 5643 122365
382 9022 122477
7555 4439 122487
2872 4818 122524
274 6341 122527
508 48 122560
5087 3759 122575
920 1140 122620
9146 6012 122672
2971 6403 122720
6942 7775 122750
2832 5805 122765
9373 7933 122792
784 8015 122834
4266 3751 122859
8985 8910 122873
2012 8162 122873
8396 3673 122888
9019 3345 122956
1894 9967 122976
418 6046 123032
107 1330 123051
1263 3243 123064
100 217 123113
8511 9167 123131
3702 3535 123145
1957 6612 123237
4531 8348 123318
4787 9686 123329
7070 5 123341
7151 2060 123372
1578 8965 123403
3252 1497 123468
9232 6894 123469
917 5512 123491
272 4715 123517
5041 4514 123525
4269 8052 123579
9920 7554 123609
1752 4542 123613
1227 2870 123638
2110 9155 123674
1821 4450 123688
805 4375 123697
5071 5327 123761
4945 504 123881
5279 7194 123886
9184 3797 123923
530 225 123970
230 521 123995
9324 6049 124041
4942 8995 124146
3852 1524 124215
5441 8732 124279
2072 450 124281
9192 3036 124316
4896 3241 124324
73 171 124329
816 3127 124332
1708 1683 124348
5785 8862 124353
3307 2608 124454
5759 6590 124472
2350 1158 124518
6996 6322 124549
3019 8664 124625
6624 5445 124629
6455 1581 124694
2728 9373 124696
7238 4501 124699
849 4802 124701
2024 9638 124719
5622 647 124754
1950 2399 124772
1101 2440 124827
1747 8643 124843
562 8060 124858
9830 9973 124860
8861 5667 124869
9498 8525 124906
1832 628 124935
5823 3086 124975
6743 6417 124979
2428 9656 125002
8489 5394 125008
3213 678 125021
3652 9754 125027
1102 2009 125135
1531 8020 125150
3873 6002 125276
5134 2450 125291
8377 9666 125305
9692 5502 125316
1788 3776 125362
1830 2539 125363
2490 6905 125366
5724 3473 125416
243 2326 125552
105 827 125575
3794 5818 125587
8315 26 125607
3482 7944 125618
4731 2386 125691
8128 3674 125696
4119 6535 125725
6929 1474 125734
6598 1362 125743
6525 6068 125764
344 2328 125798
5286 6344 125861
7644 3726 125872
4820 7463 125938
1590 2216 125980
6756 3950 126003
9503 3810 126005
4584 9047 126028
8258 2834 126082
8856 8680 126087
7436 1016 126097
530 3246 126112
5485 1506 126155
3620 6034 126176
9978 9106 126183
2131 2989 126185
2711 581 126209
1158 6196 126217
6695 6246 126242
7530 3442 126250
5287 2187 126292
438 3624 126315
5525 6451 126363
4282 5012 126369
2777 304 126403
2002 8846 126421
9438 3275 126431
4952 6797 126534
5609 7684 126626
1043 5669 126707
3145 2347 126752
7697 8198 126765
8357 6963 126824
6263 5365 126837
4393 9054 126905
6286 2765 126916
7090 9053 126936
7352 498 126941
2035 6934 126941
6344 411 126991
5250 3919 127034
1832 1758 127085
9898 6240 127185
508 2259 127230
3192 3796 127273
8484 2093 127303
4165 9130 127346
902 8081 127375
4409 1519 127377
9930 3643 127378
2854 130 127381
3834 4504 127404
5634 8917 127419
5881 1557 127489
7856 4478 127543
8935 6577 127580
4296 8634 127602
6720 3999 127608
1881 1137 127626
7431 914 127671
7181 4142 127691
4444 2572 127730
5956 4219 127737
5799 8350 127750
725 982 127808
5414 1775 127809
105 139 127854
865 9022 127989
5868 6734 128023
954 857 128072
9026 9938 128076
3138 8875 128089
2088 5143 128103
3956 5559 128174
6376 4199 128192
2585 6258 128252
632 479 128270
2538 268 128326
1062 5630 128388
9429 5729 128394
3353 5363 128406
883 6463 128456
5681 8439 128470
4717 2741 128487
9726 8676 128490
2386 4123 128495
9745 4105 128496
4259 6370 128533
3512 4170 128557
317 4199 128582
3312 3801 128590
6049 5557 128638
4961 5363 128662
5246 7868 128696
772 2307 128716
9997 9966 128793
1427 8641 128839
6053 347 128842
3811 6550 128874
5835 6914 128879
2075 538 128884
8527 2413 128895
4570 5333 128921
3538 3443 129149
2740 6254 129279
4027 8893 129353
4385 815 129503
7314 8849 129552
2143 1033 129568
2055 8554 129599
613 6277 129602
7736 678 129617
9236 9439 129619
3853 1292 129623
973 4409 129640
884 6035 129641
7383 5517 129658
4033 3650 129659
8541 7750 129667
6836 57 129689
3035 441 129704
8854 653 129705
8790 239 129725
3675 3319 129733
6837 718 129733
1286 8294 129739
7442 2356 129775
6292 35 129819
8416 1402 129820
524 5916 129853
1313 14 129856
6253 6057 129856
1322 6121 129884
1647 656 129939
3410 2546 129965
6451 8332 130007
6914 7024 130031
3849 2512 130086
1532 1339 130130
159 298 130147
1418 4417 130188
6007 9553 130239
210 6681 130250
4967 5193 130279
7474 2571 130336
6249 6865 130349
9631 2021 130354
46 28 130441
636 9213 130475
6343 5296 130486
6107 7177 130495
2469 9627 130518
8185 6068 130588
9906 1877 130601
492 7494 130610
6578 9022 130614
3800 7352 130651
5328 9462 130714
826 8470 130731
3819 1262 130828
5955 7325 130885
8129 6311 130901
559 1402 130946
7325 1323 130989
606 1158 131036
3082 1546 131063
3126 3699 131068
4723 807 131095
2443 412 131108
9263 5629 131124
5204 4934 131147
3497 9317 131156
9817 8698 131236
350 819 131290
4179 3328 131312
4850 5957 131324
6953 6107 131359
8205 2021 131383
1308 9896 131386
5643 7546 131392
3381 8170 131406
3360 5678 131413
9439 7237 131426
1362 110 131427
5754 4872 131428
7265 6684 131429
2144 5026 131441
2335 5013 131478
9516 4036 131478
2483 5285 131509
3192 1125 131574
1834 2614 131648
6312 7031 131669
467 1106 131720
2257 9679 131769
9624 3521 131791
7262 377 131853
7664 8255 131873
9561 6092 131944
7438 6127 131988
351 2009 132001
3256 96 132004
7731 8516 132077
401 9459 132078
377 6986 132082
3929 5632 132108
5976 355 132162
2872 1033 132191
3226 1357 132191
9163 2301 132198
409 559 132234
5070 5426 132309
4036 9762 132349
3883 5959 132466
3656 1372 132473
4989 3360 132514
7748 7386 132527
721 3656 132535
8737 6066 132689
3540 9248 132770
3819 3361 132799
5759 2441 132870
8821 729 132872
3114 7990 132902
2327 3760 132998
401 936 133093
4947 7310 133095
3357 5942 133098
7235 7948 133117
1045 5247 133148
6532 6251 133165
5137 7933 133187
2754 562 133235
7327 4984 133321
1678 1261 133350
3157 7168 133432
4596 8076 133458
4522 8768 133462
1843 8747 133487
6029 4404 133557
3937 4184 133574
3452 6112 133585
4743 2412 133625
2493 3165 133629
5591 332 133692
2841 136 133713
7121 8713 133730
485 526 133744
706 9466 133788
3406 6105 133847
8987 659 133860
1537 5530 133948
1631 6145 133986
1464 6286 133997
5964 92 134042
8865 986 134059
4519 3271 134072
8505 1209 134076
4294 6215 134118
6204 4766 134231
6772 4155 134235
2828 7445 134329
29 5140 134362
4999 7961 134368
1390 5874 134385
5373 6518 134407
8467 1874 134412
2794 1442 134433
1889 2294 134450
6266 4164 134451
4134 8749 134490
1421 9980 134518
4833 1895 134536
7412 5260 134556
1133 512 134603
9591 1007 134610
3822 4371 134634
9736 422 134636
4639 1648 134652
477 1940 134778
4589 917 134866
1759 9737 134872
3029 342 134886
4988 6728 134910
4724 9569 134927
978 2199 134941
3816 6829 134959
5970 5519 134978
7817 4356 134999
7038 3664 135029
7154 6202 135096
3601 1712 135136
7794 4762 135144
136 1354 135159
9637 6761 135175
4614 6155 135176
1206 5978 135180
4749 7405 135249
7390 7036 135295
8262 9754 135297
8199 5853 135350
3752 5387 135405
4979 3730 135441
6023 833 135498
473 1181 135527
1320 4022 135529
2773 4759 135533
8291 4657 135725
8739 302 135817
6902 6925 135818
1022 4450 135830
649 486 135836
2365 7817 135913
9385 8230 135929
13 8 135976
9982 3133 135994
1380 7745 136026
7622 9830 136049
7663 8252 136084
4727 5656 136141
578 1644 136191
3158 1390 136198
5331 3254 136264
6660 9877 136328
4331 1345 136350
6505 2578 136401
615 3076 136404
6069 8431 136427
8391 6123 136454
1051 888 136465
1203 6781 136496
4480 9934 136505
206 1383 136545
8733 2278 136562
7548 1377 136570
2832 5164 136590
4220 6343 136606
3648 8461 136613
5280 3784 136668
7178 8541 136673
5421 6198 136701
7679 1355 136704
4873 7213 136714
60 478 136773
7684 6360 136815
6990 1733 136819
4922 8826 136851
980 302 136948
2949 6708 136994
6829 6609 137031
1783 503 137066
1142 1525 137122
805 303 137134
7461 9142 137172
692 371 137276
9134 5575 137320
3105 1462 137328
491 771 137362
5465 6258 137416
8914 3265 137417
7319 3039 137536
5182 6350 137574
920 842 137626
5671 5674 137629
6761 8104 137634
3957 8332 137639
9257 9797 137674
5616 1655 137720
8964 6206 137726
6660 56 137740
3483 2244 137775
6823 9765 137789
668 7973 137817
1689 1258 137825
4225 3313 137888
9745 3184 137995
6960 8889 138057
6707 623 138082
3962 8550 138114
3898 107 138139
2165 3790 138141
9425 3787 138212
9418 1087 138238
6464 4812 138251
9004 6485 138277
6186 6184 138384
9833 2233 138422
5219 1687 138460
4906 3562 138493
3586 835 138543
7496 8724 138615
3989 223 138633
6667 2354 138720
2139 4491 138734
6653 4118 138745
8251 2042 138788
2681 1866 138855
3311 1570 138903
5516 3696 138916
2309 8563 138932
9051 9215 138997
3831 637 139029
670 1292 139037
6003 6092 139040
6744 7500 139040
5930 4608 139074
3833 2838 139107
331 249 139153
9292 2271 139155
923 8473 139181
1527 6757 139186
8977 4007 139220
6615 2968 139230
2407 1815 139256
528 1945 139316
1544 4833 139344
6919 3111 139373
9724 3141 139394
3491 9922 139398
3304 1165 139411
196 243 139415
2607 2379 139443
4841 4740 139457
373 8224 139502
6190 280 139502
1765 4695 139541
1017 665 139580
500 5310 139600
4197 581 139624
184 7696 139664
324 2005 139665
3266 4893 139692
4101 9814 139764
6097 1096 139835
3408 4056 139861
3401 1951 139906
9381 1681 139912
8073 9796 139970
449 103 140020
6325 1308 140024
891 1027 140049
4684 621 140072
5160 3468 140083
9898 3685 140160
8988 9144 140219
7689 1123 140251
1314 616 140254
8843 3487 140292
6487 384 140303
5779 4516 140308
4691 4296 140396
9302 369 140407
9886 3497 140417
9827 51 140427
4266 5812 140444
8857 1668 140448
7166 3796 140452
3020 9676 140499
1555 8536 140502
415 4346 140520
4330 4475 140613
6940 8006 140622
1553 570 140676
842 8890 140765
6724 5500 140793
6559 1399 140817
5090 8533 140825
349 8761 140828
415 7405 140856
2595 431 140863
1114 1043 140883
163 1981 140898
4831 8253 140901
2625 1264 140908
5559 4990 140924
1164 2324 140926
5043 4403 140972
4278 62 140979
9747 7528 141002
4169 1947 141086
6453 831 141092
8997 3544 141123
4283 6381 141124
4248 861 141218
370 73 141287
9506 1518 141319
9428 1357 141356
8236 577 141405
116 1535 141434
4024 9998 141469
4524 741 141484
8161 9474 141519
2376 1794 141531
2083 7041 141542
1784 3450 141547
2785 647 141549
6786 5684 141551
7022 8582 141556
5386 6250 141559
7167 1737 141626
1747 6704 141632
7468 5619 141662
9548 1181 141709
2041 2879 141722
895 3413 141756
5488 2227 141802
5717 4229 141809
541 9017 141845
6923 8415 141851
8987 7089 142012
3437 2669 142102
4062 1940 142126
3422 9777 142170
8148 6120 142192
5454 4219 142352
6625 6652 142362
809 3574 142414
34 2413 142435
699 278 142455
3514 602 142483
6074 5992 142550
2111 1357 142651
3513 648 142755
5712 5114 142780
2135 4629 142791
8401 9318 142814
4001 9647 142873
4080 8554 142878
5996 4954 142956
953 2200 142989
2119 7439 143026
5471 9658 143026
3054 701 143032
3897 268 143060
945 6104 143125
3752 3412 143130
4540 3530 143154
1780 868 143169
4932 55 143224
7230 8728 143286
3804 6795 143292
558 6944 143298
6094 860 143353
3384 8822 143414
2763 3022 143415
3292 9338 143427
20 9639 143475
3042 5610 143488
3604 7250 143553
2446 6530 143586
7852 5155 143591
182 397 143594
8961 9640 143642
468 6702 143659
657 545 143718
9120 4914 143723
8902 1158 143729
6872 3351 143760
3568 6986 143769
4284 9966 143781
671 24 143812
3231 1801 143837
4085 804 143848
1780 5652 143891
7986 1260 143892
61 3767 143910
9817 7838 143935
936 2251 143942
7448 9804 143993
4743 9574 144045
999 619 144055
7280 9004 144060
6621 8102 144094
2126 3694 144112
865 3220 144124
6060 2238 144168
6972 4327 144197
6435 3214 144261
4060 3503 144321
7912 8507 144370
4080 7420 144400
2572 9569 144440
4513 8324 144465
2692 3080 144470
154 5130 144495
5630 5576 144502
831 4168 144653
5657 6277 144667
4808 9277 144698
1865 568 144717
2989 3445 144828
865 4218 144966
2238 3909 145009
1675 9592 145034
5262 992 145113
2555 1441 145133
7830 8126 145193
1740 1590 145225
7149 4938 145233
2862 4789 145307
1644 1472 145322
6406 4848 145344
2764 7045 145354
2251 1360 145370
1013 1209 145443
1055 6054 145471
8912 6543 145480
1212 5728 145484
4632 3942 145504
5239 6774 145587
701 1464 145629
5848 8119 145646
8857 1858 145667
948 1041 145677
3159 5208 145709
6753 7544 145793
3674 3440 145798
3002 3162 145814
7353 8297 145832
2804 7659 145836
3415 1768 145843
6430 6456 145853
1876 5262 145861
7660 6522 145924
841 3338 145936
9079 4546 145943
2235 5392 145950
1668 3802 145951
5989 838 145984
1343 7621 146019
5110 9747 146029
7287 6911 146089
1782 5762 146135
944 1721 146138
3737 5160 146144
426 2975 146177
4770 2338 146195
1225 6281 146229
8998 66 146242
7685 8330 146257
6012 2632 146263
2333 7484 146263
3530 2376 146280
7313 3349 146364
2002 79 146463
765 4037 146497
7659 4768 146527
150 104 146569
594 8172 146599
3110 1578 146763
9204 40 146768
7038 3477 146863
3546 9726 146879
738 8163 146886
1006 533 146902
6962 3136 146916
5211 3902 146917
4095 7530 146948
672 2347 147017
6905 2360 147045
7530 5251 147061
9987 3526 147062
7312 5795 147075
7534 4427 147106
6686 3722 147125
3789 3988 147128
3485 5062 147134
2109 3783 147150
3128 8541 147152
2024 170 147192
282 7843 147222
1296 1703 147279
1739 8314 147305
4302 1816 147310
8773 6038 147315
252 5379 147368
9028 3195 147439
2549 1315 147440
4573 818 147451
3304 4380 147497
4764 2651 147578
9386 1634 147601
8067 7909 147631
5084 1201 147718
9323 635 147740
3232 5804 147741
9932 2119 147754
2214 1238 147775
4648 3713 147826
4718 7082 147897
8809 9960 147915
1477 6778 147926
861 2817 147934
2402 4204 147988
5662 1800 147996
57 8273 148033
7137 9441 148049
334 1289 148066
1426 2944 148096
7126 6945 148106
6340 821 148123
4344 7388 148142
2286 3177 148152
3461 9498 148199
697 842 148246
2249 424 148306
9589 4179 148401
2775 8780 148408
3611 313 148417
983 201 148437
5603 2675 148445
7111 4524 148518
4714 9955 148540
7531 608 148715
1532 4850 148736
9531 9818 148742
5948 2285 148777
4011 166 148817
9638 3261 148854
8169 616 148858
7144 6229 148865
8039 4851 148868
7464 9799 148911
1288 904 148916
1061 4460 148944
6320 4647 148960
6961 8492 148974
7409 7690 149013
6375 8510 149034
4495 775 149055
1211 4205 149075
1951 8849 149104
4997 1322 149162
9614 2928 149168
7188 8129 149185
1438 977 149269
9003 5522 149373
9613 306 149397
202 2997 149436
2234 2196 149455
8641 9351 149461
621 5313 149482
823 26 149492
2749 2949 149508
2400 2905 149542
6941 3418 149581
2103 3091 149595
3425 7071 149611
2105 2301 149647
4205 3008 149700
7787 3934 149712
6611 3804 149764
7219 6489 149799
6775 8310 149850
5978 3077 149865
5847 5284 149871
487 1020 150089
5213 8453 150106
3148 8034 150157
394 978 150169
8409 6443 150178
4650 9228 150262
8098 1702 150376
7515 2470 150390
8969 5438 150397
1564 7730 150424
473 4856 150485
5751 4420 150527
9120 5868 150542
7794 7620 150578
3513 8104 150599
9755 9938 150743
8689 1706 150792
5147 8042 150803
9233 2081 150830
3143 1981 150842
3380 4237 150953
55 658 151010
6690 4487 151035
8939 3365 151036
2431 2560 151040
268 208 151046
6056 1845 151114
5248 5521 151122
2614 1097 151208
4212 8141 151288
5291 2590 151304
4679 4668 151344
2574 2629 151376
8502 3482 151402
406 2148 151411
6516 166 151467
5778 4042 151473
3329 4959 151481
5194 5459 151499
1063 289 151553
8440 3069 151611
8425 7406 151654
9097 7921 151685
9109 6788 151729
2624 1270 151771
1100 5007 151786
5178 8846 151860
3272 6540 151891
5752 154 151910
7181 9322 151964
5744 1513 152030
4067 7731 152031
4826 3279 152059
551 246 152119
9349 7423 152160
5037 8306 152172
800 239 152173
3270 9943 152174
9746 2753 152181
3495 6127 152190
167 2080 152223
5013 2359 152245
6052 8374 152245
5331 3473 152255
2787 7924 152255
8378 6708 152315
1668 6561 152322
8526 3269 152326
7009 6397 152350
9057 6920 152387
7137 9225 152422
3368 3195 152425
1829 9698 152450
197 714 152459
1543 5607 152497
3410 3564 152518
707 6121 152587
345 5083 152627
4571 3755 152644
5725 7981 152697
1882 1778 152754
2753 187 152762
1324 1097 152781
6358 8786 152828
2922 2066 152843
5759 7783 152852
4917 5289 152858
3759 4483 152946
2793 7093 152965
6772 2239 153013
588 1132 153020
5733 3172 153053
7011 6984 153098
5987 9019 153125
9165 3212 153163
2953 2649 153178
2028 7890 153195
6441 7302 153212
4598 4090 153231
4037 6151 153248
1024 8400 153253
807 4979 153260
7192 3734 153286
1164 3003 153336
8372 1048 153354
1333 1899 153454
829 4439 153492
7726 3868 153534
5856 5349 153558
5007 8192 153634
6445 8783 153648
8463 7150 153692
1036 8722 153712
7333 7179 153785
5588 7646 153871
5719 7311 153871
6155 2376 153962
8109 5872 154003
5677 1189 154027
4325 9747 154047
1779 2666 154053
6631 9429 154056
4450 9004 154075
4945 14 154079
2742 1184 154083
8317 1880 154123
7319 5049 154270
9301 668 154274
3314 8870 154283
8302 9792 154303
5577 3715 154345
6999 8477 154398
1875 7108 154416
11 460 154420
5802 8158 154421
126 4668 154438
4027 4704 154463
9667 3773 154507
8811 6138 154588
371 6047 154689
2224 3707 154736
153 127 154755
1468 1280 154856
5221 5614 154911
1412 627 154975
3365 848 154978
9735 4731 154984
9149 9903 155000
5760 3685 155062
4861 8531 155071
3528 7073 155107
6916 9256 155115
1097 864 155124
1320 8388 155184
8412 8184 155204
6530 153 155218
2510 1654 155250
2326 4833 155267
4305 3128 155286
9943 7175 155300
2633 2820 155392
3695 2920 155439
6885 4272 155470
7745 5369 155493
376 6353 155495
2603 7698 155540
2132 1694 155571
370 9061 155577
8511 2765 155627
4847 6063 155666
5857 2740 155679
4756 3631 155683
8150 2792 155693
1180 5216 155704
6657 12 155721
9775 1181 155767
3149 4749 155771
8373 3433 155797
7161 2849 155837
6058 2243 155993
6848 800 156009
3629 5617 156019
2032 8563 156039
3966 8279 156054
2415 5606 156068
